source,filename,old_label,old_status,old_engine,old_score,old_evidence,new_label,new_status,new_score,new_runner_up_score,new_layer,new_evidence,changed
/Users/billcipher/Documents/Ma trận đề KT giữa HK1-VL12.docx,Ma trận đề KT giữa HK1-VL12,Toan,subject,filename,22.5,filename:ma tran x1=22.5,_Khong_xac_dinh,unknown,10.62,0.0,accentless,accentless:ma tran x1=10.6,True
/Users/billcipher/Documents/Mau-so-01-TNDN_final.docx,Mau-so-01-TNDN_final,_Khong_phai_mon_hoc,non_subject,docx,0.0,body:hoa don x1=9.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/NGUYỄN QUỐC ĐẠT.pdf,NGUYỄN QUỐC ĐẠT,Tin_hoc,subject,pdfplumber,16.0,body:tin hoc x1=16.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/NHOM_1.docx,NHOM_1,_Khong_xac_dinh,unknown,docx,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
/Users/billcipher/Documents/NHOM_2.docx,NHOM_2,Tin_hoc,subject,docx,9.0,body:do thi x1=9.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/NHOM_3.docx,NHOM_3,Tin_hoc,subject,docx,9.0,body:css x1=9.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/NHOM_4.docx,NHOM_4,_Khong_xac_dinh,unknown,docx,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
"/Users/billcipher/Documents/NHÓM 1, 2, 3, 4_stem.docx","NHÓM 1, 2, 3, 4_stem",Ngu_van,subject,docx,11.0,body:tuồng x1=11.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/NUÔI TINH THỂ ALUM (1).docx,NUÔI TINH THỂ ALUM (1),Hoa_hoc,subject,docx,530.0,body:hoa hoc x7=112.0; body:cau hinh electron x1=13.0; body:lien ket ion x21=231.0; body:phuong trinh hoa hoc x1=14.0; body:nacl x16=160.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/New DOCX Document (1).docx,New DOCX Document (1),_Can_kiem_tra,conflict,docx,16.0,body:hoa hoc x1=16.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/New DOCX Document.docx,New DOCX Document,_Can_kiem_tra,conflict,docx,16.0,body:hoa hoc x1=16.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Nghị luận về vấn đề bạo lực gia đình.docx,Nghị luận về vấn đề bạo lực gia đình,Ngu_van,subject,filename,30.0,filename_alias:van x1=30.0,Ngu_van,subject,36.0,0.0,accentless,accentless:van x1=36.0,False
/Users/billcipher/Documents/Nỗi niềm vấn vương của KNN.docx,Nỗi niềm vấn vương của KNN,Ngu_van,subject,docx,23.0,body:van hoc x1=12.0; body:tuồng x1=11.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/OLP23 Solution Khối Không chuyên.pdf,OLP23 Solution Khối Không chuyên,Vat_ly,subject,pdfplumber,16.0,body:dien tich x2=16.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/OLP23_Dethihongchuyen_CD.pdf,OLP23_Dethihongchuyen_CD,Ngu_van,subject,pdfplumber,154.0,body:cheo x1=11.0; body:tuồng x13=143.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/ON THI GIUA HK 2- 11 (1).docx,ON THI GIUA HK 2- 11 (1),Lich_su,subject,docx,208.0,body:lich su x1=16.0; body:khang chien chong my x1=14.0; body:nha nguyen x2=20.0; body:lien hop quoc x2=20.0; body:su hoc x4=40.0; body:bao ve to quoc x2=22.0; body:chu quyen bien dao x5=65.0; body:di san van hoa x1=11.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/ON THI GIUA HK 2- 11 (1).pdf,ON THI GIUA HK 2- 11 (1),Lich_su,subject,pdfplumber,119.0,body:lich su x1=16.0; body:khang chien chong my x1=14.0; body:nha nguyen x1=10.0; body:lien hop quoc x2=20.0; body:bao ve to quoc x2=22.0; body:chu quyen bien dao x2=26.0; body:di san van hoa x1=11.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/ON THI GIUA HK 2- 11.docx,ON THI GIUA HK 2- 11,Lich_su,subject,docx,208.0,body:lich su x1=16.0; body:khang chien chong my x1=14.0; body:nha nguyen x2=20.0; body:lien hop quoc x2=20.0; body:su hoc x4=40.0; body:bao ve to quoc x2=22.0; body:chu quyen bien dao x5=65.0; body:di san van hoa x1=11.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/ON THI GIUA HK 2- 11.pdf,ON THI GIUA HK 2- 11,Lich_su,subject,pdfplumber,92.0,body:khang chien chong my x1=14.0; body:nha nguyen x2=20.0; body:lien hop quoc x1=10.0; body:bao ve to quoc x1=11.0; body:chu quyen bien dao x2=26.0; body:di san van hoa x1=11.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
"/Users/billcipher/Documents/ONLY MA TRẬN, BẢNG ĐẶC TẢ E 12 GHKI 25-26 THỦY AV.docx","ONLY MA TRẬN, BẢNG ĐẶC TẢ E 12 GHKI 25-26 THỦY AV",Toan,subject,filename,22.5,filename:ma tran x1=22.5,_Khong_xac_dinh,unknown,10.62,0.0,accentless,accentless:ma tran x1=10.6,True
/Users/billcipher/Documents/On TN- thang3(2025-26) k dap an.pdf,On TN- thang3(2025-26) k dap an,Ngu_van,subject,pdfplumber,201.0,body:van hoc x1=12.0; body:nguyen du x1=12.0; body:kim lan x1=12.0; body:truyen ngan x2=22.0; body:ngoi ke x2=20.0; body:doc hieu x1=11.0; body:van ban nghi luan x1=13.0; body:tuồng x9=99.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/ÔN TẬP HK 1.pdf,ÔN TẬP HK 1,Sinh_hoc,subject,pdfplumber,1294.0,body:sinh hoc x2=32.0; body:mon sinh x1=18.0; body:mon sinh hoc x1=18.0; body:nhan te bao x1=12.0; body:nguyen phan x6=78.0; body:giam phan x9=117.0; body:gen x1=9.0; body:phien ma x6=78.0; body:dich ma x4=52.0; body:dot bien nhiem sac the x3=45.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/ÔN TẬP THI HK2 TOÁN 11.docx,ÔN TẬP THI HK2 TOÁN 11,Toan,subject,filename,30.0,filename_alias:toan x1=30.0,Toan,subject,40.0,0.0,accented,accented:toán x1=40.0,False
/Users/billcipher/Documents/PDFsam_merge.pdf,PDFsam_merge,Hoa_hoc,subject,pdfplumber,345.0,body:hoa hoc x1=16.0; body:phuong trinh hoa hoc x1=14.0; body:naoh x2=24.0; body:cuo x3=30.0; body:alcohol x3=33.0; body:aldehyde x14=168.0; body:ketone x5=60.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/PHIẾU ĐĂNG KÝ DỰ THI.pdf,PHIẾU ĐĂNG KÝ DỰ THI,Ngu_van,subject,pdfplumber,22.0,body:tuồng x2=22.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/POSTER STEM 43_1.pdf,POSTER STEM 43_1,_Khong_xac_dinh,unknown,pdfplumber,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
/Users/billcipher/Documents/PVHOI 5 ngay 1.pdf,PVHOI 5 ngay 1,Tin_hoc,subject,pdfplumber,66.0,body:tin hoc x1=16.0; body:lap trinh x2=26.0; body:ngon ngu lap trinh x1=14.0; body:stack x1=10.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/PVHOI 5 ngay 2.pdf,PVHOI 5 ngay 2,Tin_hoc,subject,pdfplumber,75.0,body:tin hoc x1=16.0; body:lap trinh x2=26.0; body:ngon ngu lap trinh x1=14.0; body:stack x1=10.0; body:do thi x1=9.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Phan 1 TN chương sóng. đề.pdf,Phan 1 TN chương sóng. đề,Vat_ly,subject,pdfplumber,317.0,body:co hoc x1=10.0; body:van toc x1=8.0; body:cong huong x1=10.0; body:song co hoc x1=12.0; body:buoc song x19=171.0; body:bien do dao dong x5=60.0; body:tan so dao dong x1=12.0; body:nhieu xa x1=10.0; body:photon x2=24.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Phân tích phim Thám Tử Lừng Danh Conan Bóng Ma Đường Baker.docx,Phân tích phim Thám Tử Lừng Danh Conan Bóng Ma Đường Baker,Lich_su,subject,docx,70.0,body:lich su x4=64.0; body:the ky x1=6.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/PreVOI 18-11-2025.pdf,PreVOI 18-11-2025,Tin_hoc,subject,pdfplumber,118.0,body:tin hoc x1=16.0; body:mon tin x1=18.0; body:mon tin hoc x1=18.0; body:lap trinh x2=26.0; body:ngon ngu lap trinh x1=14.0; body:thuat toan x1=14.0; body:pascal x1=12.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/PreVOI 19-11-2025.pdf,PreVOI 19-11-2025,Ngu_van,subject,pdfplumber,22.0,body:tuồng x2=22.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/QUESTIONS.pdf,QUESTIONS,Ngu_van,subject,pdfplumber,128.0,body:van hoc x3=36.0; body:truyen kieu x1=14.0; body:nguyen du x1=12.0; body:tuồng x4=44.0; body:bi kich x2=22.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Quan Âm Thị Kính.docx,Quan Âm Thị Kính,Ngu_van,subject,docx,88.0,body:van hoc x1=12.0; body:cot truyen x1=10.0; body:truyen tho x2=22.0; body:tuồng x4=44.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/REVIEW 1 BAM BANG DAC TA TIENG ANH 12 GHKI 25-26 THUY.docx,REVIEW 1 BAM BANG DAC TA TIENG ANH 12 GHKI 25-26 THUY,Tieng_Anh,subject,filename,105.0,filename:tieng anh x1=45.0; filename_alias:anh x1=30.0; filename_alias:tieng anh x1=30.0,Tieng_Anh,subject,90.28,0.0,accentless,accentless:tieng anh x1=54.3; accentless:anh x1=36.0,False
/Users/billcipher/Documents/SOẠN ĐỀ THAM KHẢO BÀI THƠ+ TRUYỆN .pdf,SOẠN ĐỀ THAM KHẢO BÀI THƠ+ TRUYỆN ,Ngu_van,subject,pdfplumber,153.0,body:nam cao x2=24.0; body:ngoi ke x3=30.0; body:doc hieu x2=22.0; body:tuồng x5=55.0; body:bi kich x2=22.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/SOẠN ĐỀ THAM KHẢO THƠ .pdf,SOẠN ĐỀ THAM KHẢO THƠ ,Ngu_van,subject,pdfplumber,204.0,body:tho tu do x1=10.0; body:an du x4=40.0; body:doc hieu x2=22.0; body:tuồng x12=132.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Sa01-HKD.pdf,Sa01-HKD,_Khong_xac_dinh,unknown,pdfplumber,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
/Users/billcipher/Documents/Scan2024-12-01_144048.pdf,Scan2024-12-01_144048,_Khong_xac_dinh,unknown,none,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
/Users/billcipher/Documents/Scan2025-02-13_222150.pdf,Scan2025-02-13_222150,_Khong_xac_dinh,unknown,none,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
/Users/billcipher/Documents/Scan2025-12-25_101010.pdf,Scan2025-12-25_101010,_Khong_xac_dinh,unknown,none,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
/Users/billcipher/Documents/Scan2025-12-25_104427.pdf,Scan2025-12-25_104427,_Khong_xac_dinh,unknown,none,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
/Users/billcipher/Documents/Scan2026-04-04_042608.pdf,Scan2026-04-04_042608,_Khong_xac_dinh,unknown,none,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
/Users/billcipher/Documents/Scan2026-06-16_155447.pdf,Scan2026-06-16_155447,_Khong_xac_dinh,unknown,none,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
/Users/billcipher/Documents/Scan2026-06-18_154147.pdf,Scan2026-06-18_154147,_Khong_xac_dinh,unknown,none,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
/Users/billcipher/Documents/Scan2026-06-19_093330.pdf,Scan2026-06-19_093330,_Khong_xac_dinh,unknown,none,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
/Users/billcipher/Documents/Soạn bài Hai quan niệm về gia đình và xã hội.docx,Soạn bài Hai quan niệm về gia đình và xã hội,Ngu_van,subject,docx,21.0,body:cot truyen x1=10.0; body:tuồng x1=11.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Soạn bài Hai quan niệm về gia đình và xã hội.pdf,Soạn bài Hai quan niệm về gia đình và xã hội,Ngu_van,subject,pdfplumber,21.0,body:cot truyen x1=10.0; body:tuồng x1=11.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Specialized School-book in Computer Science (Bai giang chuyen de tin hoc).pdf,Specialized School-book in Computer Science (Bai giang chuyen de tin hoc),Tin_hoc,subject,filename,100.0,filename:tin hoc x1=40.0; filename_alias:tin x1=30.0; filename_alias:tin hoc x1=30.0,Tin_hoc,subject,90.28,0.0,accentless,accentless:tin hoc x1=54.3; accentless:tin x1=36.0,False
/Users/billcipher/Documents/TCCS1.docx,TCCS1,Ngu_van,subject,docx,176.0,body:tuồng x16=176.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/TCCS2.docx,TCCS2,Lich_su,subject,docx,163.0,body:lich su x3=48.0; body:ho chi minh x2=24.0; body:cach mang cong nghiep x3=36.0; body:lien hop quoc x2=20.0; body:cong cuoc doi moi x1=13.0; body:bao ve to quoc x2=22.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/THI THU 13-3-2025.pdf,THI THU 13-3-2025,Toan,subject,pdfplumber,9.0,body:ham so x1=9.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/TIN HOC-HSG NAM 2025.docx,TIN HOC-HSG NAM 2025,Tin_hoc,subject,filename,70.0,filename:tin hoc x1=40.0; filename_alias:tin hoc x1=30.0,Tin_hoc,subject,90.28,0.0,accentless,accentless:tin hoc x1=54.3; accentless:tin x1=36.0,False
/Users/billcipher/Documents/Tài liệu (11)_1.docx,Tài liệu (11)_1,Vat_ly,subject,docx,110.0,body:tesla x11=110.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Tài liệu (7).pdf,Tài liệu (7),Ngu_van,subject,pdfplumber,222.0,body:tho tu do x3=30.0; body:an du x2=20.0; body:ngoi ke x4=40.0; body:tuồng x12=132.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Tài liệu không có tiêu đề.pdf,Tài liệu không có tiêu đề,Ngu_van,subject,pdfplumber,76.0,body:cot truyen x1=10.0; body:than thoai x1=11.0; body:tuồng x5=55.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Tài liệu_1.pdf,Tài liệu_1,Ngu_van,subject,pdfplumber,54.0,body:ngoi ke x1=10.0; body:tuồng x4=44.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Tạp Hoá.docx,Tạp Hoá,Hoa_hoc,subject,filename,30.0,filename_alias:hoa x1=30.0,Hoa_hoc,subject,36.0,0.0,accentless,accentless:hoa x1=36.0,False
/Users/billcipher/Documents/Tỉnh  BÁO CÁO NGHIÊN CỨU KHOA HỌC KỸ THUẬT.docx,Tỉnh  BÁO CÁO NGHIÊN CỨU KHOA HỌC KỸ THUẬT,Tin_hoc,subject,docx,1045.0,body:tin hoc x4=64.0; body:lap trinh x11=143.0; body:ngon ngu lap trinh x6=84.0; body:thuat toan x1=14.0; body:python x28=308.0; body:cau truc du lieu x4=56.0; body:co so du lieu x13=169.0; body:truy van du lieu x1=13.0; body:html x2=20.0; body:tin hoc ung dung x1=14.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Tỉnh 22_11 BÁO CÁO NGHIÊN CỨU KHOA HỌC KỸ THUẬT (1).docx,Tỉnh 22_11 BÁO CÁO NGHIÊN CỨU KHOA HỌC KỸ THUẬT (1),Tin_hoc,subject,docx,1154.0,body:tin hoc x4=64.0; body:lap trinh x13=169.0; body:ngon ngu lap trinh x6=84.0; body:thuat toan x3=42.0; body:python x26=286.0; body:cau truc du lieu x5=70.0; body:co so du lieu x16=208.0; body:truy van du lieu x1=13.0; body:html x2=20.0; body:tin hoc ung dung x1=14.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Tôi Thấy Hoa Vàng Trên Cỏ Xanh.docx,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,Ngu_van,subject,docx,234.0,body:van hoc x5=60.0; body:cot truyen x2=20.0; body:tuồng x14=154.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/TranhLuan.pdf,TranhLuan,Ngu_van,subject,pdfplumber,44.0,body:tuồng x3=33.0; body:bi kich x1=11.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Trà Sữa.docx,Trà Sữa,_Khong_xac_dinh,unknown,docx,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
/Users/billcipher/Documents/Trong cuộc sống mỗi người.pdf,Trong cuộc sống mỗi người,Ngu_van,subject,pdfplumber,79.0,body:nghi luan xa hoi x1=13.0; body:tuồng x6=66.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/V-SAT 2025 - Hóa học (đề 1).pdf,V-SAT 2025 - Hóa học (đề 1),Hoa_hoc,subject,filename,100.0,filename:hoa hoc x1=40.0; filename_alias:hoa x1=30.0; filename_alias:hoa hoc x1=30.0,Hoa_hoc,subject,64.9,0.0,accented,accented:hóa học x1=64.9,False
/Users/billcipher/Documents/V-SAT 2025 - Vật lý (đề 1).pdf,V-SAT 2025 - Vật lý (đề 1),Vat_ly,subject,filename,70.0,filename:vat ly x1=40.0; filename_alias:vat ly x1=30.0,Vat_ly,subject,59.0,0.0,accented,accented:vật lý x1=59.0,False
/Users/billcipher/Documents/VNno1_2026_Thi_thử_lần_1_Final_3.2.pdf,VNno1_2026_Thi_thử_lần_1_Final_3.2,Lich_su,subject,pdfplumber,240.0,body:asean x20=240.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/VNno1_2026_Thi_thử_lần_1_Final_3.2_Full_key.pdf,VNno1_2026_Thi_thử_lần_1_Final_3.2_Full_key,Ngu_van,subject,pdfplumber,138.0,body:an du x2=20.0; body:hoan du x1=10.0; body:diep ngu x2=22.0; body:ngoi ke x1=10.0; body:tuồng x6=66.0; body:noi va nghe x1=10.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/VNno1_2026_Thi_thử_lần_2_Final_1.1.pdf,VNno1_2026_Thi_thử_lần_2_Final_1.1,Ngu_van,subject,pdfplumber,279.0,body:van hoc x1=12.0; body:nguyen du x2=24.0; body:to huu x1=12.0; body:an du x4=40.0; body:hoan du x1=10.0; body:nhan hoa x3=27.0; body:truyen tho x1=11.0; body:than thoai x2=22.0; body:cheo x1=11.0; body:tuồng x10=110.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Văn bản thoả thuận phân chia tiền trong những người đồng sở hữu- đồng thừa kế.docx,Văn bản thoả thuận phân chia tiền trong những người đồng sở hữu- đồng thừa kế,_Khong_xac_dinh,unknown,docx,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
/Users/billcipher/Documents/Văn phòng phẩm.docx,Văn phòng phẩm,_Khong_xac_dinh,unknown,docx,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
/Users/billcipher/Documents/Video đánh giá 1.docx,Video đánh giá 1,Ngu_van,subject,docx,172.0,body:tieu thuyet x4=40.0; body:tuồng x12=132.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Video đánh giá 2.docx,Video đánh giá 2,Ngu_van,subject,docx,120.0,body:tieu thuyet x1=10.0; body:tuồng x10=110.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Vũ Trọng Phụng.docx,Vũ Trọng Phụng,Ngu_van,subject,docx,468.0,body:van hoc x21=252.0; body:nam cao x1=12.0; body:ngo tat to x1=12.0; body:truyen ngan x3=33.0; body:tieu thuyet x6=60.0; body:tuồng x9=99.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/[LS12] - BÃI 12. HOáº T Äá»NG Äá»I NGOáº I Cá»¦A VIá»T NAM TRONG Äáº¤U TRANH GIÃNH Äá»C Láº¬P DÃN Tá»C  (CÃ³ ÄÃ¡p Ã¡n chuáº©n) - Tiktok@thptqg2025 copy.pdf,[LS12] - BÃI 12. HOáº T Äá»NG Äá»I NGOáº I Cá»¦A VIá»T NAM TRONG Äáº¤U TRANH GIÃNH Äá»C Láº¬P DÃN Tá»C  (CÃ³ ÄÃ¡p Ã¡n chuáº©n) - Tiktok@thptqg2025 copy,Lich_su,subject,pdfplumber,554.0,body:lich su x11=176.0; body:mon lich su x2=36.0; body:cach mang thang tam x2=30.0; body:thuc dan phap x1=13.0; body:mat tran viet minh x4=52.0; body:ho chi minh x7=84.0; body:nguyen ai quoc x6=78.0; body:chien tranh the gioi x2=26.0; body:phong trao giai phong dan toc x1=14.0; body:the ky x2=12.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/[Vật Lí 12] - Bộ 15 Đề Trúng Tủ Cuối Học Kì 1 - Đề Số 9.pdf,[Vật Lí 12] - Bộ 15 Đề Trúng Tủ Cuối Học Kì 1 - Đề Số 9,Vat_ly,subject,filename,70.0,filename:vat li x1=40.0; filename_alias:vat li x1=30.0,Vat_ly,subject,59.0,0.0,accented,accented:vật lí x1=59.0,False
/Users/billcipher/Documents/att.6SNH0EwUQ9vJ5R-CeJNy1yQ2eJYp0DxP0ehmUN5kTx4.JPG.pdf,att.6SNH0EwUQ9vJ5R-CeJNy1yQ2eJYp0DxP0ehmUN5kTx4.JPG,_Khong_xac_dinh,unknown,none,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
/Users/billcipher/Documents/bai 15 Cam ung o thuc vat.pdf,bai 15 Cam ung o thuc vat,Hoa_hoc,subject,pdfplumber,64.0,body:hoa hoc x4=64.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/bai_6_vatlyCD.docx,bai_6_vatlyCD,Vat_ly,subject,docx,19.0,body:dien tro x1=9.0; body:nhieu xa x1=10.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/bai_7_vatlyCD.docx,bai_7_vatlyCD,Vat_ly,subject,docx,273.0,body:vat li x3=48.0; body:dien tro x25=225.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/bia.docx,bia,_Khong_xac_dinh,unknown,docx,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
